index,Question,Segment Type,Segment Description,Answer,Count,Percentage,Count_log,Facebook,Instagram,Snapchat,Twitter,nan,Count_standardized,Percentage_standardized
1233,What social platform has influenced your online shopping most?,Custom,Mac or PC? Mac 🖥,Twitter,93,0.064,4.543294782270004,0.0,0.0,0.0,1.0,0.0,1.3756177917263648,-0.47445784308627925
1235,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Facebook,20,0.222,3.044522437723423,1.0,0.0,0.0,0.0,0.0,-0.046300736318981885,0.09480168741497692
1236,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Instagram,33,0.367,3.5263605246161616,0.0,1.0,0.0,0.0,0.0,0.20691763168909358,0.6172234084446107
1237,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Snapchat,1,0.011,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.6654119893936626
1238,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,Twitter,7,0.078,2.0794415416798357,0.0,0.0,0.0,1.0,0.0,-0.29951910432705736,-0.4240171251937629
1239,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes but regretting it,nan,29,0.322,3.4011973816621555,0.0,0.0,0.0,0.0,1.0,0.12900428768660882,0.45509252950437956
1240,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Facebook,267,0.247,5.5909869805108565,1.0,0.0,0.0,0.0,0.0,4.764848255834452,0.18487439793732757
1242,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Snapchat,33,0.03,3.5263605246161616,0.0,0.0,1.0,0.0,0.0,0.20691763168909358,-0.5969567293966761
1243,What social platform has influenced your online shopping most?,Custom,in Greek life? Yes!,Twitter,58,0.054,4.07753744390572,0.0,0.0,0.0,1.0,0.0,0.6938760317046232,-0.5104869272952195
1245,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Facebook,5,0.192,1.791759469228055,1.0,0.0,0.0,0.0,0.0,-0.3384757763282997,-0.013285565211843856
1246,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Instagram,5,0.192,1.791759469228055,0.0,1.0,0.0,0.0,0.0,-0.3384757763282997,-0.013285565211843856
1247,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Snapchat,1,0.038,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.5681334620295239
1248,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,Twitter,4,0.154,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,-0.3579541123289209,-0.15019608520581687
1249,What social platform has influenced your online shopping most?,Custom,you vote for? Jill Stein,nan,11,0.423,2.4849066497880004,0.0,0.0,0.0,0.0,1.0,-0.22160576032457258,0.8189862800146761
1250,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Facebook,76,0.176,4.343805421853684,1.0,0.0,0.0,0.0,0.0,1.0444860797158046,-0.07093209994614832
1251,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Instagram,157,0.363,5.062595033026967,0.0,1.0,0.0,0.0,0.0,2.6222312957661207,0.6028117747610345
1252,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Snapchat,10,0.023,2.3978952727983707,0.0,0.0,1.0,0.0,0.0,-0.24108409632519376,-0.6221770883429343
1253,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,Twitter,34,0.079,3.5553480614894135,0.0,0.0,0.0,1.0,0.0,0.22639596768971476,-0.42041421677286883
1254,What social platform has influenced your online shopping most?,Custom,What's your GPA? 2.0 to 3.0,nan,156,0.36,5.056245805348308,0.0,0.0,0.0,0.0,1.0,2.6027529597654997,0.5920030494983525
1255,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Facebook,1,0.03,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,-0.5969567293966761
1256,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Instagram,18,0.545,2.9444389791664403,0.0,1.0,0.0,0.0,0.0,-0.08525740832022426,1.2585411073637476
1257,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Snapchat,2,0.061,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,-0.3969107843301633,-0.4852665683489613
1258,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,Twitter,4,0.121,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,-0.3579541123289209,-0.26909206309531974
1259,What social platform has influenced your online shopping most?,Custom,What's your GPA? 1.0 to 2.0,nan,8,0.242,2.1972245773362196,0.0,0.0,0.0,0.0,1.0,-0.28004076832643615,0.16685985583285742
1260,What social platform has influenced your online shopping most?,Custom,games a lot? No,Facebook,14,0.147,2.70805020110221,1.0,0.0,0.0,0.0,0.0,-0.16317075232270903,-0.17541644415207508
1261,What social platform has influenced your online shopping most?,Custom,games a lot? No,Instagram,27,0.284,3.332204510175204,0.0,1.0,0.0,0.0,0.0,0.09004761568536643,0.3181820095104065
1262,What social platform has influenced your online shopping most?,Custom,games a lot? No,Snapchat,3,0.032,1.3862943611198906,0.0,0.0,1.0,0.0,0.0,-0.3774324483295421,-0.5897509125548881
1263,What social platform has influenced your online shopping most?,Custom,games a lot? No,Twitter,6,0.063,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,-0.3189974403276785,-0.47806075150717325
1264,What social platform has influenced your online shopping most?,Custom,games a lot? No,nan,45,0.474,3.828641396489095,0.0,0.0,0.0,0.0,1.0,0.44065766369654785,1.0027346094802714
1265,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Facebook,1,0.077,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,-0.4276200336146569
1266,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Instagram,3,0.231,1.3862943611198906,0.0,1.0,0.0,0.0,0.0,-0.3774324483295421,0.1272278632030232
1267,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
1268,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
1269,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, mobile mostly",nan,9,0.692,2.302585092994046,0.0,0.0,0.0,0.0,1.0,-0.26056243232581494,1.788168645235169
1270,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Facebook,7,0.085,2.0794415416798357,1.0,0.0,0.0,0.0,0.0,-0.29951910432705736,-0.39879676624750465
1271,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Instagram,18,0.22,2.9444389791664403,0.0,1.0,0.0,0.0,0.0,-0.08525740832022426,0.08759587057318886
1272,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Snapchat,1,0.012,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.6618090809727686
1273,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",Twitter,4,0.049,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,-0.3579541123289209,-0.5285014693996897
1274,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, PC mostly",nan,52,0.634,3.970291913552122,0.0,0.0,0.0,0.0,1.0,0.5770060157008962,1.5791999568233157
1275,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Facebook,9,0.29,2.302585092994046,1.0,0.0,0.0,0.0,0.0,-0.26056243232581494,0.3397994600357706
1276,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Instagram,12,0.387,2.5649493574615367,0.0,1.0,0.0,0.0,0.0,-0.2021274243239514,0.6892815768624913
1277,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Snapchat,1,0.032,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.5897509125548881
1278,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,Twitter,1,0.032,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,-0.5897509125548881
1279,What social platform has influenced your online shopping most?,Custom,What's your major? Languages,nan,8,0.258,2.1972245773362196,0.0,0.0,0.0,0.0,1.0,-0.28004076832643615,0.2245063905671619
1280,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Facebook,3,0.136,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,-0.3774324483295421,-0.2150484367819093
1281,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Instagram,11,0.5,2.4849066497880004,0.0,1.0,0.0,0.0,0.0,-0.22160576032457258,1.0964102284235162
1282,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
1283,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,Twitter,1,0.045,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,-0.5429131030832658
1284,What social platform has influenced your online shopping most?,Custom,What's your major? Visual/performing arts,nan,7,0.318,2.0794415416798357,0.0,0.0,0.0,0.0,1.0,-0.29951910432705736,0.44068089582080344
1285,What social platform has influenced your online shopping most?,Custom,What's your major? History,Facebook,8,0.205,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,-0.28004076832643615,0.03355224425977843
1286,What social platform has influenced your online shopping most?,Custom,What's your major? History,Instagram,12,0.308,2.5649493574615367,0.0,1.0,0.0,0.0,0.0,-0.2021274243239514,0.40465181161186314
1287,What social platform has influenced your online shopping most?,Custom,What's your major? History,Snapchat,2,0.051,1.0986122886681098,0.0,0.0,1.0,0.0,0.0,-0.3969107843301633,-0.5212956525579016
1288,What social platform has influenced your online shopping most?,Custom,What's your major? History,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
1289,What social platform has influenced your online shopping most?,Custom,What's your major? History,nan,17,0.436,2.8903717578961645,0.0,0.0,0.0,0.0,1.0,-0.10473574432084545,0.8658240894862985
1290,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Facebook,98,0.205,4.59511985013459,1.0,0.0,0.0,0.0,0.0,1.4730094717294708,0.03355224425977843
1291,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Instagram,168,0.351,5.1298987149230735,0.0,1.0,0.0,0.0,0.0,2.8364929917729538,0.5595768737103062
1292,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Snapchat,13,0.027,2.6390573296152584,0.0,0.0,1.0,0.0,0.0,-0.1826490883233302,-0.6077654546593583
1293,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",Twitter,25,0.052,3.258096538021482,0.0,0.0,0.0,1.0,0.0,0.051090943684124056,-0.5176927441370076
1294,What social platform has influenced your online shopping most?,Custom,"have a job? No, but I'm searching for one",nan,174,0.364,5.1647859739235145,0.0,0.0,0.0,0.0,1.0,2.953363007776681,0.6064146831819286
1295,What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Facebook,145,0.193,4.983606621708336,1.0,0.0,0.0,0.0,0.0,2.3884912637586666,-0.009682656790949826
1296,What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Instagram,205,0.273,5.327876168789581,0.0,1.0,0.0,0.0,0.0,3.557191423795938,0.27855001688057235
1297,What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Snapchat,25,0.033,3.258096538021482,0.0,0.0,1.0,0.0,0.0,0.051090943684124056,-0.586148004133994
1298,What social platform has influenced your online shopping most?,Custom,Mac or PC? PC 💻,Twitter,54,0.072,4.007333185232471,0.0,0.0,0.0,1.0,0.0,0.6159626877021386,-0.44563457571912707
1300,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Facebook,31,0.242,3.4657359027997265,1.0,0.0,0.0,0.0,0.0,0.16796095968785119,0.16685985583285742
1301,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Instagram,32,0.25,3.4965075614664802,0.0,1.0,0.0,0.0,0.0,0.18743929568847237,0.19568312320000966
1302,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Snapchat,3,0.023,1.3862943611198906,0.0,0.0,1.0,0.0,0.0,-0.3774324483295421,-0.6221770883429343
1303,What social platform has influenced your online shopping most?,Custom,What's your major? Other,Twitter,7,0.055,2.0794415416798357,0.0,0.0,0.0,1.0,0.0,-0.29951910432705736,-0.5068840188743254
1304,What social platform has influenced your online shopping most?,Custom,What's your major? Other,nan,55,0.43,4.02535169073515,0.0,0.0,0.0,0.0,1.0,0.6354410237027597,0.8442066389609344
1305,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Facebook,18,0.175,2.9444389791664403,1.0,0.0,0.0,0.0,0.0,-0.08525740832022426,-0.07453500836704235
1306,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Instagram,32,0.311,3.4965075614664802,0.0,1.0,0.0,0.0,0.0,0.18743929568847237,0.41546053687454526
1307,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Snapchat,3,0.029,1.3862943611198906,0.0,0.0,1.0,0.0,0.0,-0.3774324483295421,-0.6005596378175702
1308,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),Twitter,8,0.078,2.1972245773362196,0.0,0.0,0.0,1.0,0.0,-0.28004076832643615,-0.4240171251937629
1309,What social platform has influenced your online shopping most?,Custom,grow up speaking? Some other language (comment),nan,42,0.408,3.7612001156935624,0.0,0.0,0.0,0.0,1.0,0.3822226556946843,0.7649426537012657
1310,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Facebook,5,0.116,1.791759469228055,1.0,0.0,0.0,0.0,0.0,-0.3384757763282997,-0.28710660519978987
1311,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Instagram,16,0.372,2.833213344056216,0.0,1.0,0.0,0.0,0.0,-0.12421408032146664,0.6352379505490808
1312,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Snapchat,1,0.023,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.6221770883429343
1313,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,Twitter,6,0.14,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,-0.3189974403276785,-0.20063680309833318
1314,What social platform has influenced your online shopping most?,Custom,grow up speaking? Both,nan,15,0.349,2.772588722239781,0.0,0.0,0.0,0.0,1.0,-0.14369241632208782,0.5523710568685182
1315,What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Facebook,4,0.174,1.6094379124341003,1.0,0.0,0.0,0.0,0.0,-0.3579541123289209,-0.07813791678793638
1316,What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Instagram,5,0.217,1.791759469228055,0.0,1.0,0.0,0.0,0.0,-0.3384757763282997,0.07678714531050677
1317,What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Snapchat,3,0.13,1.3862943611198906,0.0,0.0,1.0,0.0,0.0,-0.3774324483295421,-0.23666588730727348
1318,What social platform has influenced your online shopping most?,Custom,grow up speaking? Spanish,Twitter,5,0.217,1.791759469228055,0.0,0.0,0.0,1.0,0.0,-0.3384757763282997,0.07678714531050677
